player1,player2,best_of,elo_match_win_rate,elo_frame_win_rate,p1_matches_played,p1_matches_won,p1_frames_played,p1_frames_won,p2_matches_played,p2_matches_won,p2_frames_played,p2_frames_won,p1_frames_played_1_year,p1_frames_won_1_year,p1_frames_played_3_years,p1_frames_won_3_years,p2_frames_played_1_year,p2_frames_won_1_year,p2_frames_played_3_years,p2_frames_won_3_years,match_result,win_percentage
Long Zehuang,Haydon Pinhey,7,0.7192100641468833,0.6046790847140093,78,39,443,225,115,52,610,288,178,99,284,147,121,57,347,168,0.0,0.5714285714285714
Andrew Pagett,Wang Yuchen,7,0.5,0.5,352,153,2250,1055,100,37,626,268,144,65,417,170,74,38,158,89,1.0,0.19999999999999996
Ben Mertens,Daniel Womersley,7,0.6994442564412617,0.5944759307482401,107,50,642,322,109,53,551,266,136,67,471,240,86,40,180,89,1.0,0.19999999999999996
Jimmy White,Paul Deaville,7,0.5612649493584694,0.528095374408387,1577,844,13093,6755,32,17,158,79,85,31,384,153,97,51,126,66,0.0,0.5714285714285714
Alexander Ursenbacher,Mostafa Dorgham,7,0.8213053995393751,0.6631804950993565,286,129,1728,829,25,5,164,53,113,56,400,196,108,41,154,53,0.0,0.8
Chris Totten,Robbie Mcguigan,7,0.5800831913605062,0.5368082899889803,103,37,590,241,72,26,341,148,116,63,204,110,64,28,205,91,0.0,0.5714285714285714
Zak Surety,Haris Tahir,7,0.7832046596270481,0.6399160967377342,260,119,1496,716,19,11,117,59,161,83,509,252,92,47,117,59,1.0,0.4285714285714286
Ishpreet Singh Chadha,Florian Nüßle,7,0.5382188233953898,0.5174928576663897,50,28,298,156,77,36,410,212,155,75,298,156,47,26,194,116,0.0,0.8
Amir Sarkhosh,Cheung Ka Wai,7,0.3802964135005039,0.4446033516794108,37,16,238,118,33,20,193,113,67,29,113,53,87,43,193,113,0.0,0.6666666666666666
Bulcsú Révész,Iulian Boiko,7,0.4225943374899878,0.4644351620161461,24,11,163,77,110,42,616,269,112,54,163,77,139,67,382,192,0.0,0.5714285714285714
Liam Pullen,Mink Nutcharut,7,0.7134663824052628,0.6016871801828567,53,24,319,148,48,5,273,81,104,46,277,126,79,23,272,81,0.0,0.8
Ross Muir,Manasawin Phetmalaikul,7,0.8195570476403493,0.6620627248063988,294,117,1861,854,59,17,330,128,121,52,456,212,74,20,185,68,1.0,0.4285714285714286
Stan Moody,Dylan Emery,7,0.4740429597229285,0.4881272322437472,61,24,360,166,131,59,744,363,135,67,324,151,162,81,470,233,0.0,0.6666666666666666
Joshua Cooper,Oliver Lines,7,0.16594462836628132,0.32849496577459414,70,29,364,168,384,185,2307,1127,60,29,111,51,143,63,515,247,1.0,0.33333333333333337
Jamie Gardiner,Peifan Lei,7,0.21778339730367313,0.36066016324693406,0,0,0,0,120,55,706,334,0,0,0,0,80,38,309,143,1.0,0.4285714285714286
Antoni Kowalski,Hammad Miah,7,0.402614530473413,0.4551211076264199,47,24,255,131,294,118,1876,848,98,51,131,71,101,41,427,194,0.0,0.5714285714285714
Jiang Jun,Huang Jiahao,7,0.7415764082537253,0.6165665045213193,36,14,250,119,33,11,182,76,157,77,250,119,43,12,79,36,0.0,0.5714285714285714
Artemijs Zizins,Duane Jones,7,0.31128429594529594,0.41095956594133487,18,11,97,53,331,149,1975,961,97,53,97,53,121,60,413,197,1.0,0.33333333333333337
Michael Holt,Reanne Evans,7,0.8832805083358919,0.707340014518073,1016,572,7048,3716,218,61,1227,463,73,32,336,170,71,16,276,76,0.0,1.0
Louis Heathcote,Anton Kazakov,7,0.8591236298223967,0.6889039179769546,205,94,1194,583,51,10,295,98,165,84,513,249,99,39,273,89,0.0,0.5714285714285714
Ma Hailong,Allan Taylor,7,0.3907515745539448,0.4495472886604723,41,13,267,115,453,208,2670,1281,132,60,267,115,158,84,448,204,0.0,1.0
Andrew Higginson,Kreishh Gurbaxani,7,0.8186786074572163,0.6615031592029526,884,505,6133,3316,26,9,144,65,119,56,463,245,80,36,121,55,1.0,0.19999999999999996
Siripaporn Nuanthakhamjan,Liam Graham,7,0.3270849790417103,0.4188490357106063,22,0,127,23,54,16,297,115,59,8,127,23,83,29,218,75,1.0,0.4285714285714286
Dean Young,Liam Davies,7,0.4360365854867152,0.4706587499542144,110,41,571,237,50,24,294,138,85,31,356,142,97,47,268,128,1.0,0.33333333333333337
Ian Burns,Joel Connolly Jnr,7,0.8453785395674661,0.679178699175393,503,245,3164,1568,8,1,40,11,119,54,459,212,15,7,40,11,1.0,0.4285714285714286
Mark Joyce,Thor Chuan Leong,7,0.5545057991359679,0.52497918747894,643,329,4444,2233,190,70,1183,525,137,72,461,229,129,62,270,139,1.0,0.4285714285714286
Ahmed Aly Elsayed,Gong Chenzhi,7,0.12941739564940624,0.3025888856041177,23,0,111,14,30,16,206,106,64,9,111,14,119,59,206,106,1.0,0.0
Mitchell Mann,Alfie Burden,7,0.40526420278841824,0.45636131276292113,384,174,2314,1091,814,422,5774,2930,79,40,284,127,127,63,452,213,1.0,0.4285714285714286
Simon Blackwell,Stuart Carrington,7,0.3112842959452959,0.4109595659413348,67,34,338,178,519,275,3276,1704,105,58,132,70,131,67,464,228,0.0,0.5714285714285714
Julien Leclercq,Farakh Ajaib,7,0.5314106943491967,0.5143710406970602,76,33,420,194,156,67,848,389,127,55,345,156,90,51,296,144,1.0,0.4285714285714286
Fan Zhengyi,Liam Pullen,7,0.8340553716337187,0.6715050342254059,194,86,1238,576,53,24,319,148,224,123,737,390,104,46,277,126,0.0,0.6666666666666666
Long Zehuang,Sanderson Lam,7,0.660530062626431,0.5750535485557879,78,39,443,225,279,111,1689,744,178,99,284,147,116,48,527,248,0.0,1.0
Joe Perry,Wang Yuchen,7,0.6838913574482575,0.58661757891733,1392,807,9546,5149,100,37,626,268,142,67,722,360,74,38,158,89,1.0,0.33333333333333337
Jackson Page,Jimmy White,7,0.7534472409879827,0.6230466603666163,209,106,1328,658,1577,844,13093,6755,188,95,622,319,85,31,384,153,1.0,0.4285714285714286
Xu Si,Alexander Ursenbacher,7,0.5327731710226207,0.5149955016194101,208,90,1323,610,286,129,1728,829,174,87,534,263,113,56,400,196,1.0,0.4285714285714286
Thepchaiya Un-Nooh,Daniel Womersley,7,0.8870891247364365,0.7104354810428751,573,335,3952,2112,109,53,551,266,181,100,699,384,86,40,180,89,0.0,1.0
Gong Chenzhi,Matthew Stevens,7,0.26725111949257796,0.38817263099826294,30,16,206,106,1136,654,8570,4642,119,59,206,106,146,73,613,324,1.0,0.19999999999999996
Chris Totten,Elliot Slessor,7,0.1848635658405572,0.34073961154861454,103,37,590,241,389,193,2378,1176,116,63,204,110,273,151,702,367,1.0,0.33333333333333337
Ishpreet Singh Chadha,Ashley Carty,7,0.4319948632384636,0.4687906266262437,50,28,298,156,286,134,1675,825,155,75,298,156,141,73,388,194,0.0,0.8
Yuan Sijun,Liam Graham,7,0.9215618734478545,0.7417338799314313,279,147,1777,920,54,16,297,115,192,104,679,384,83,29,218,75,0.0,1.0
Matthew Selt,Michael Holt,7,0.6970755073607001,0.5932699921071872,887,483,5720,2979,1016,572,7048,3716,216,111,967,494,73,32,336,170,0.0,0.8
Jimmy Robertson,Amir Sarkhosh,7,0.829876495909729,0.668741821102192,754,413,4908,2562,37,16,238,118,192,96,761,403,67,29,113,53,0.0,1.0
Bulcsú Révész,Robbie Williams,7,0.2288331398565636,0.3670252233195393,24,11,163,77,564,302,3615,1855,112,54,163,77,172,85,592,316,0.0,1.0
Antoni Kowalski,Tian Pengfei,7,0.2958451289488597,0.40311562174023297,47,24,255,131,569,312,3729,1961,98,51,131,71,142,70,509,251,1.0,0.0
Joel Connolly Jnr,Martin O'Donnell,7,0.10980961668740352,0.2869998372477184,8,1,40,11,518,263,3214,1626,15,7,40,11,191,98,497,248,1.0,0.0
Stan Moody,Ben Woollaston,7,0.2519097886969204,0.3798935676569099,61,24,360,166,842,476,5310,2821,135,67,324,151,181,100,602,315,0.0,0.5714285714285714
Farakh Ajaib,Anthony McGill,7,0.24655275901201723,0.37695333963338384,156,67,848,389,760,452,5048,2739,90,51,296,144,105,48,657,353,1.0,0.33333333333333337
Ricky Walden,Oliver Lines,7,0.597385469526587,0.5448788923735801,1175,694,7899,4320,384,185,2307,1127,280,145,958,507,143,63,515,247,1.0,0.33333333333333337
Jamie Jones,Peifan Lei,7,0.6118704569089982,0.5516896693427003,681,400,4457,2395,120,55,706,334,152,73,700,357,80,38,309,143,1.0,0.4285714285714286
Jiang Jun,David Lilley,7,0.4132404983976814,0.4600851154444342,36,14,250,119,267,134,1584,795,157,77,250,119,181,90,540,263,0.0,0.5714285714285714
Simon Blackwell,Liu Hongyu,7,0.27964834205542655,0.39472346622515553,67,34,338,178,50,25,307,165,105,58,132,70,132,67,307,165,1.0,0.19999999999999996
Aaron Hill,Louis Heathcote,7,0.5409388610739394,0.5187412158785352,130,60,761,366,205,94,1194,583,140,68,555,284,165,84,513,249,1.0,0.4285714285714286
Anthony Hamilton,Ma Hailong,7,0.6479578189910671,0.5689332093695466,1055,597,7726,4064,41,13,267,115,136,66,509,246,132,60,267,115,1.0,0.4285714285714286
He Guoqiang,Manasawin Phetmalaikul,7,0.8832805083358919,0.707340014518073,72,40,459,235,59,17,330,128,186,96,376,203,74,20,185,68,0.0,1.0
David Grace,Yulu Bai,7,0.8097380368967944,0.6558828412078137,487,225,3178,1536,14,3,98,34,113,52,489,230,45,13,98,34,0.0,1.0
Kreishh Gurbaxani,Graeme Dott,7,0.13649619723453,0.3078904956982118,26,9,144,65,1189,694,8515,4578,80,36,121,55,160,84,683,359,1.0,0.33333333333333337
Scott Donaldson,Duane Jones,7,0.6642657784879786,0.5768852611320463,499,265,3199,1632,331,149,1975,961,160,85,657,341,121,60,413,197,0.0,1.0
Alfie Burden,Mark Davis,7,0.3064941914991044,0.40854102156721994,814,422,5774,2930,1322,785,9084,4938,127,63,452,213,162,89,544,274,1.0,0.33333333333333337
Haris Tahir,Dominic Dale,7,0.21482751321147375,0.35893259366518293,19,11,117,59,1120,623,7744,4072,92,47,117,59,175,87,536,266,1.0,0.33333333333333337
Jamie Clarke,Xing Zihao,7,0.6466907800352545,0.5683199834782481,341,170,2039,1011,35,14,216,98,139,64,557,269,116,54,216,98,0.0,0.6666666666666666
Thor Chuan Leong,Daniel Wells,7,0.3088849206673469,0.4097497480698165,190,70,1183,525,531,267,3491,1753,129,62,270,139,170,88,568,317,0.0,0.6666666666666666
Liam Davies,Jordan Brown,7,0.30768847003935795,0.4091452475454057,50,24,294,138,344,176,2120,1056,97,47,268,128,166,76,784,394,1.0,0.19999999999999996
Zhou Yuelong,Dominic Dale,7,0.622303251187688,0.5566309599222533,510,301,3215,1732,1120,623,7744,4072,164,78,907,479,175,87,536,266,0.0,0.5714285714285714
Wang Yuchen,Jack Lisowski,7,0.1618368093529497,0.3257435747770527,100,37,626,268,810,494,5279,2892,74,38,158,89,246,136,1051,581,0.0,0.5714285714285714
David Grace,Kyren Wilson,7,0.11931181473543584,0.29473437040922057,487,225,3178,1536,1063,678,6764,3819,113,52,489,230,565,324,1457,848,1.0,0.4285714285714286
Jamie Clarke,Mark Williams,7,0.17096781161198127,0.33181222783183384,341,170,2039,1011,1807,1185,13193,7573,139,64,557,269,298,166,1080,627,1.0,0.0
Hossein Vafaei,Jimmy White,7,0.8568959200941418,0.6872942801972042,340,206,2361,1262,1577,844,13093,6755,217,125,884,507,85,31,384,153,1.0,0.33333333333333337
Chris Wakelin,Bulcsú Révész,7,0.8858301874086159,0.7094058152553435,441,240,2804,1456,24,11,163,77,333,179,905,493,112,54,163,77,0.0,0.6666666666666666
Ishpreet Singh Chadha,Judd Trump,7,0.08426008115190842,0.2640546060728516,50,28,298,156,1472,1060,10196,6165,155,75,298,156,537,336,1758,1076,1.0,0.0
Joe O'Connor,Elliot Slessor,7,0.4590611389260607,0.48125878412146483,309,153,1941,974,389,193,2378,1176,269,138,749,389,273,151,702,367,1.0,0.33333333333333337
Matthew Selt,Lyu Haotian,7,0.5218633393972989,0.5099986668799655,887,483,5720,2979,347,177,2268,1133,216,111,967,494,181,88,735,396,0.0,0.8
Noppon Saengkham,Thepchaiya Un-Nooh,7,0.3699335043548132,0.4396703573114467,468,243,3192,1614,573,335,3952,2112,183,91,808,431,181,100,699,384,0.0,0.5714285714285714
Graeme Dott,Neil Robertson,7,0.20706719511598104,0.3543436937742046,1189,694,8515,4578,1289,857,9436,5440,160,84,683,359,337,208,1051,609,1.0,0.4285714285714286
Xiao Guodong,Jimmy Robertson,7,0.6403298636636865,0.5652507475670999,766,444,4809,2637,754,413,4908,2562,258,142,990,529,192,96,761,403,1.0,0.33333333333333337
Tian Pengfei,Si Jiahui,7,0.2606153234773788,0.3846162436088178,569,312,3729,1961,202,116,1370,739,142,70,509,251,373,214,946,519,0.0,0.6666666666666666
Zhang Anda,Martin O'Donnell,7,0.6704536022204193,0.5799334001885057,490,255,3436,1758,518,263,3214,1626,259,131,886,492,191,98,497,248,1.0,0.4285714285714286
Jiang Jun,Shaun Murphy,7,0.13221584206848347,0.3047033306524347,36,14,250,119,1376,904,9934,5646,157,77,250,119,302,172,974,557,1.0,0.33333333333333337
Stan Moody,Ryan Day,7,0.2935034213233491,0.4019131396677965,61,24,360,166,1321,780,8716,4740,135,67,324,151,291,148,997,519,0.0,0.5714285714285714
Jordan Brown,Robert Milkins,7,0.4604209113701607,0.48188293495681855,344,176,2120,1056,1142,657,7918,4221,166,76,784,394,176,75,959,479,1.0,0.33333333333333337
Anthony McGill,Stephen Maguire,7,0.4065907825999159,0.4569816192756902,760,452,5048,2739,1212,783,8847,4968,105,48,657,353,221,120,716,383,0.0,0.8
Oliver Lines,Wu Yize,7,0.3283146971704255,0.4194576951793403,384,185,2307,1127,125,65,869,447,143,63,515,247,223,124,655,351,0.0,0.8
David Gilbert,Peifan Lei,7,0.821305399539375,0.6631804950993565,964,568,6607,3581,120,55,706,334,311,179,877,486,80,38,309,143,1.0,0.33333333333333337
Yuan Sijun,Pang Junxu,7,0.45091379157772804,0.47751517520819986,279,147,1777,920,188,104,1216,635,192,104,679,384,297,162,833,451,1.0,0.4285714285714286
Jak Jones,Alexander Ursenbacher,7,0.67536846283006,0.5823675407280794,410,204,2699,1300,286,129,1728,829,353,197,862,467,113,56,400,196,0.0,1.0
Fan Zhengyi,John Higgins,7,0.3197489554385172,0.415202325282263,194,86,1238,576,1896,1336,14656,8636,224,123,737,390,477,266,1441,824,1.0,0.33333333333333337
Mark Selby,Louis Heathcote,7,0.8195570476403493,0.6620627248063988,1578,1078,11269,6559,205,94,1194,583,401,227,1331,757,165,84,513,249,1.0,0.4285714285714286
Matthew Stevens,Barry Hawkins,7,0.3596701363363133,0.4347492524329001,1136,654,8570,4642,1355,846,9310,5211,146,73,613,324,289,153,972,551,1.0,0.33333333333333337
Ali Carter,Ma Hailong,7,0.8598606169693392,0.6894394530607737,1338,825,9027,4986,41,13,267,115,358,192,1215,676,132,60,267,115,1.0,0.19999999999999996
Tom Ford,Thor Chuan Leong,7,0.6466907800352545,0.5683199834782481,948,538,6460,3438,190,70,1183,525,217,100,950,494,129,62,270,139,0.0,0.6666666666666666
Mark Davis,Gary Wilson,7,0.4266177377216683,0.4663011645670992,1322,785,9084,4938,743,428,4778,2567,162,89,544,274,354,186,986,516,0.0,0.8
He Guoqiang,Luca Brecel,7,0.32463153716994,0.4176324592719206,72,40,459,235,650,378,4359,2357,186,96,376,203,160,82,871,474,1.0,0.4285714285714286
Stuart Bingham,Scott Donaldson,7,0.549086208422272,0.5224848247918001,1515,956,10495,5941,499,265,3199,1632,313,163,1007,533,160,85,657,341,0.0,0.8
Liu Hongyu,Mark Allen,7,0.2207640970618442,0.362391347378075,50,25,307,165,1090,725,7720,4387,132,67,307,165,383,212,1212,690,1.0,0.0
Kyren Wilson,Anthony McGill,7,0.7711668601434363,0.6329747766804606,1063,678,6764,3819,760,452,5048,2739,565,324,1457,848,105,48,657,353,0.0,0.5714285714285714
Noppon Saengkham,Mark Williams,7,0.2683658456228286,0.38876653332413047,468,243,3192,1614,1807,1185,13193,7573,183,91,808,431,298,166,1080,627,1.0,0.19999999999999996
Judd Trump,Matthew Selt,7,0.7995764997363425,0.6496497492904088,1472,1060,10196,6165,887,483,5720,2979,537,336,1758,1076,216,111,967,494,0.0,0.6666666666666666
Long Zehuang,Elliot Slessor,7,0.39732956508066253,0.45264238185691064,78,39,443,225,389,193,2378,1176,178,99,284,147,273,151,702,367,1.0,0.33333333333333337
Wang Yuchen,Neil Robertson,7,0.08426008115190842,0.2640546060728516,100,37,626,268,1289,857,9436,5440,74,38,158,89,337,208,1051,609,1.0,0.0
Robert Milkins,Tian Pengfei,7,0.4986328153483015,0.4993750003255206,1142,657,7918,4221,569,312,3729,1961,176,75,959,479,142,70,509,251,1.0,0.19999999999999996
Martin O'Donnell,Jimmy White,7,0.7316341543771714,0.6112334666758695,518,263,3214,1626,1577,844,13093,6755,191,98,497,248,85,31,384,153,0.0,0.6666666666666666
Shaun Murphy,Zhou Yuelong,7,0.6970755073607001,0.5932699921071872,1376,904,9934,5646,510,301,3215,1732,302,172,974,557,164,78,907,479,0.0,0.6666666666666666
Stan Moody,Jak Jones,7,0.2278149726773248,0.3664446223632249,61,24,360,166,410,204,2699,1300,135,67,324,151,353,197,862,467,0.0,1.0
Mark Allen,Oliver Lines,7,0.7802322205466417,0.6381861133090057,1090,725,7720,4387,384,185,2307,1127,383,212,1212,690,143,63,515,247,1.0,0.4285714285714286
Peifan Lei,Tom Ford,7,0.3394699373735689,0.424946451444212,120,55,706,334,948,538,6460,3438,80,38,309,143,217,100,950,494,0.0,0.8
Luca Brecel,Pang Junxu,7,0.46995217398415456,0.486253465097645,650,378,4359,2357,188,104,1216,635,160,82,871,474,297,162,833,451,1.0,0.19999999999999996
Jimmy Robertson,Louis Heathcote,7,0.6210041469292467,0.55601389054462,754,413,4908,2562,205,94,1194,583,192,96,761,403,165,84,513,249,1.0,0.19999999999999996
John Higgins,Barry Hawkins,7,0.6105601107289806,0.5510712693073421,1896,1336,14656,8636,1355,846,9310,5211,477,266,1441,824,289,153,972,551,1.0,0.33333333333333337
Ma Hailong,Chris Wakelin,7,0.1322158420684832,0.3047033306524346,41,13,267,115,441,240,2804,1456,132,60,267,115,333,179,905,493,0.0,0.8
Stuart Bingham,Mark Davis,7,0.5531518743848329,0.5243557087682073,1515,956,10495,5941,1322,785,9084,4938,313,163,1007,533,162,89,544,274,0.0,1.0
Kyren Wilson,Stan Moody,7,0.8877146338860857,0.7109495026250039,1063,678,6764,3819,61,24,360,166,565,324,1457,848,135,67,324,151,0.0,0.8
Mark Williams,Ma Hailong,7,0.9116708670628892,0.7320405018416317,1807,1185,13193,7573,41,13,267,115,298,166,1080,627,132,60,267,115,0.0,0.6666666666666666
Judd Trump,Barry Hawkins,7,0.7404818133197837,0.6159753019181258,1472,1060,10196,6165,1355,846,9310,5211,537,336,1758,1076,289,153,972,551,0.0,0.8
Peifan Lei,Elliot Slessor,7,0.2751060630015586,0.3923368301671083,120,55,706,334,389,193,2378,1176,80,38,309,143,273,151,702,367,1.0,0.19999999999999996
Oliver Lines,Neil Robertson,7,0.18665168829972012,0.3418636849519818,384,185,2307,1127,1289,857,9436,5440,143,63,515,247,337,208,1051,609,1.0,0.19999999999999996
Stuart Bingham,Shaun Murphy,7,0.34447706088090835,0.42739193613673987,1515,956,10495,5941,1376,904,9934,5646,313,163,1007,533,302,172,974,557,1.0,0.4285714285714286
Pang Junxu,Martin O'Donnell,7,0.6790334655716898,0.5841905229354074,188,104,1216,635,518,263,3214,1626,297,162,833,451,191,98,497,248,0.0,1.0
Louis Heathcote,Tian Pengfei,7,0.4781366606027012,0.4900013331200346,205,94,1194,583,569,312,3729,1961,165,84,513,249,142,70,509,251,0.0,0.6666666666666666
Mark Williams,Kyren Wilson,9,0.4631412289562358,0.48500449838059,1807,1185,13193,7573,1063,678,6764,3819,298,166,1080,627,565,324,1457,848,1.0,0.16666666666666663
Judd Trump,Shaun Murphy,9,0.6513228977147019,0.5627917401386452,1472,1060,10196,6165,1376,904,9934,5646,537,336,1758,1076,302,172,974,557,0.0,0.8333333333333334
Louis Heathcote,Elliot Slessor,9,0.32210928445621656,0.42555748318834097,205,94,1194,583,389,193,2378,1176,165,84,513,249,273,151,702,367,1.0,0.16666666666666663
Neil Robertson,Pang Junxu,9,0.6695952090283444,0.5707716118944917,1289,857,9436,5440,188,104,1216,635,337,208,1051,609,297,162,833,451,1.0,0.4444444444444444
Kyren Wilson,Pang Junxu,11,0.691303602887055,0.5732197726798348,1063,678,6764,3819,188,104,1216,635,565,324,1457,848,297,162,833,451,0.0,0.6
Judd Trump,Elliot Slessor,11,0.8458526117374912,0.6467993925579857,1472,1060,10196,6165,389,193,2378,1176,537,336,1758,1076,273,151,702,367,0.0,1.0
Judd Trump,Kyren Wilson,17,0.6427739796438736,0.5436386872370789,1472,1060,10196,6165,1063,678,6764,3819,537,336,1758,1076,565,324,1457,848,1.0,0.25
Long Zehuang,Fan Zhengyi,11,0.39308806614715563,0.4600851154444343,81,41,460,235,196,87,1250,582,195,109,301,157,236,129,749,396,1.0,0.33333333333333337
Tian Pengfei,Dean Young,11,0.8628843773345907,0.6570104626734989,573,315,3750,1975,111,41,577,239,163,84,530,265,91,33,362,144,1.0,0.4545454545454546
Wu Yize,Wang Yuchen,11,0.8388505228821673,0.6427913242407762,126,65,874,448,104,40,648,280,228,125,660,352,96,50,180,101,0.0,0.6
Duane Jones,Ben Woollaston,11,0.27123062627822314,0.41095956594133487,333,150,1985,965,843,476,5317,2824,131,64,423,201,188,103,609,318,1.0,0.4
Daniel Womersley,Liam Davies,11,0.489849774719265,0.496250070310918,111,54,560,270,52,25,305,143,95,44,189,93,108,52,279,133,0.0,0.75
Kyren Wilson,Mitchell Mann,11,0.969004445132317,0.7553772379137498,1069,684,6811,3851,385,174,2321,1094,612,356,1504,880,86,43,291,130,0.0,1.0
Gary Wilson,Hammad Miah,11,0.8252810393862255,0.6352948493228071,744,428,4783,2568,295,118,1883,851,359,187,991,517,108,44,434,197,0.0,0.6666666666666666
Allan Taylor,Robbie Williams,11,0.3237115889261103,0.4329070950345457,454,208,2674,1281,565,302,3619,1855,162,84,452,204,176,85,596,316,1.0,0.33333333333333337
Mark Williams,Haris Tahir,11,0.9741153348482264,0.7644979994081456,1811,1188,13214,7586,21,12,130,65,319,179,1101,640,105,53,130,65,0.0,1.0
Xing Zihao,Ricky Walden,11,0.1823302230791919,0.3687693373835995,36,14,222,100,1176,694,7905,4322,122,56,222,100,286,147,964,509,1.0,0.4
Cheung Ka Wai,Chris Wakelin,11,0.11257201244816506,0.3268427036298682,34,20,199,115,443,241,2815,1461,93,45,199,115,344,184,916,498,1.0,0.25
Hossein Vafaei,Zheng Dian,11,0.9655382959331048,0.7497913878870148,341,206,2367,1264,0,0,0,0,223,127,890,509,0,0,0,0,0.0,0.6
Thepchaiya Un-Nooh,Peifan Lei,11,0.8176697769208081,0.6312306626164005,575,336,3963,2119,125,59,736,351,192,107,710,391,110,55,339,160,0.0,0.6
Chris Totten,Judd Trump,11,0.016191692728421803,0.21374457171514738,105,38,603,247,1478,1065,10235,6191,129,69,217,116,576,362,1797,1102,1.0,0.1428571428571429
Zak Surety,Dominic Dale,11,0.4746394143186712,0.4906260984783392,261,119,1503,719,1122,624,7757,4079,168,86,516,255,188,94,549,273,0.0,0.6
Huang Jiahao,Matthew Stevens,11,0.08556571191022,0.3062945980446018,34,11,189,79,1138,655,8581,4648,50,15,86,39,157,79,624,330,1.0,0.0
Manasawin Phetmalaikul,Elliot Slessor,11,0.02660122218214922,0.23685498427314455,61,18,341,132,395,198,2413,1197,85,24,196,72,308,172,737,388,1.0,0.33333333333333337
Ian Burns,Yuan Sijun,11,0.21981405831936718,0.3875790606520839,504,245,3171,1571,281,148,1788,927,126,57,466,215,203,111,690,391,1.0,0.1428571428571429
Xu Si,Ahmed Aly Elsayed,11,0.9792669238742752,0.7751285533173565,209,90,1330,613,24,0,115,14,181,90,541,266,68,9,115,14,0.0,0.5454545454545454
Artemijs Zizins,Mark Selby,11,0.04062544734981799,0.259225100817846,19,11,103,55,1579,1078,11276,6562,103,55,103,55,408,230,1338,760,1.0,0.33333333333333337
David Lilley,Amir Sarkhosh,11,0.7764491076959293,0.6106392339492219,268,134,1591,798,39,17,248,122,188,93,547,266,77,33,123,57,1.0,0.33333333333333337
Wang Xinbo,Noppon Saengkham,11,0.10491399478403374,0.3213662821477786,9,3,73,32,470,244,3204,1619,48,22,73,32,195,96,820,436,1.0,0.33333333333333337
Neil Robertson,Alfie Burden,11,0.9200249447315538,0.6984652160025387,1293,860,9461,5456,816,423,5787,2936,362,224,1076,625,140,69,465,219,0.0,0.8571428571428571
Jimmy Robertson,Akani Songsermsawad,11,0.5253605856813285,0.5093739015216607,757,415,4923,2571,237,128,1551,804,207,105,776,412,96,61,255,142,0.0,0.5454545454545454
Stephen Maguire,Haydon Pinhey,11,0.8564268061981422,0.6530561132866127,1213,783,8852,4969,116,52,617,291,226,121,721,384,128,60,354,171,1.0,0.25
Jonas Luz,Joe Perry,11,0.11574907670876267,0.32904666709422237,2,1,10,5,1393,807,9552,5151,10,5,10,5,148,69,728,362,1.0,0.1428571428571429
Oliver Lines,Jackson Page,11,0.5152231973606848,0.5056247627073255,389,189,2336,1144,210,106,1335,661,172,80,544,264,195,98,629,322,1.0,0.25
Ronnie O'Sullivan,Mink Nutcharut,11,0.9954517645455035,0.8337581892923576,1539,1174,13293,8110,49,5,278,82,378,227,1204,725,84,24,277,82,0.0,0.6666666666666666
Martin O'Donnell,Julien Leclercq,11,0.7425250047020281,0.595078473866134,522,266,3235,1638,77,33,427,197,212,110,518,260,134,58,352,159,0.0,0.75
Robbie Mcguigan,Joe O'Connor,11,0.11336013300649905,0.3273929829322396,73,26,348,151,310,153,1947,976,71,31,212,94,275,140,755,391,1.0,0.1428571428571429
Louis Heathcote,Shaun Murphy,11,0.1662814366662353,0.3600839032622659,211,99,1232,604,1380,907,9959,5659,203,105,551,270,327,185,999,570,1.0,0.4
Daniel Wells,Ross Muir,11,0.761130279341372,0.6034832498647262,532,267,3497,1755,295,117,1868,857,176,90,574,319,128,55,463,215,1.0,0.25
Stan Moody,Tom Ford,11,0.3657125117208648,0.4495472886604723,66,28,389,183,950,539,6471,3443,164,84,353,168,228,105,961,499,0.0,0.75
Ben Mertens,Graeme Dott,11,0.3530627239692718,0.4446033516794108,108,50,647,323,1191,695,8528,4585,141,68,476,241,173,91,696,366,0.0,0.6
Ashley Carty,Anthony McGill,11,0.3298043593568598,0.4353637081969708,287,134,1680,826,763,454,5066,2750,146,74,393,195,123,59,675,364,1.0,0.1428571428571429
Jack Lisowski,Bulcsú Révész,11,0.8882120246673187,0.6737070994545215,811,494,5286,2895,27,13,180,87,253,139,1058,584,129,64,180,87,0.0,0.5454545454545454
Sanderson Lam,Alexander Ursenbacher,11,0.3282766632375935,0.4347492524329001,280,111,1693,744,289,131,1744,837,120,48,531,248,129,64,416,204,0.0,0.5454545454545454
Pang Junxu,Iulian Boiko,11,0.90719284982979,0.6878313305828404,193,108,1251,656,111,42,623,272,332,183,868,472,146,70,389,195,0.0,0.8571428571428571
Reanne Evans,Ding Junhui,11,0.00695812385315564,0.18056858877388404,219,61,1231,463,1004,666,7723,4392,75,16,280,76,243,126,974,540,1.0,0.0
Luca Brecel,Jiang Jun,11,0.8075715200153646,0.6259778577666038,652,379,4371,2362,39,16,270,129,172,87,883,479,177,87,270,129,1.0,0.33333333333333337
Si Jiahui,Andrew Pagett,11,0.9131514516618088,0.6926419831347361,203,116,1376,741,353,153,2255,1056,379,216,952,521,149,66,422,171,0.0,0.6
