player1,player2,best_of,player1_elo,player2_elo,elo_match_win_rate,elo_frame_win_rate,p1_matches_played,p1_matches_won,p1_frames_played,p1_frames_won,p2_matches_played,p2_matches_won,p2_frames_played,p2_frames_won,p1_frames_played_1_year,p1_frames_won_1_year,p1_frames_played_3_years,p1_frames_won_3_years,p2_frames_played_1_year,p2_frames_won_1_year,p2_frames_played_3_years,p2_frames_won_3_years,score1,score2,match_result,win_percentage
Cao Yupeng,Jiang Jun,9,1411,1044,0.9180156886314788,0.7145324397353954,341,179,2302,1187,6,2,32,17,175,98,446,242,32,17,32,17,5,0,0.0,1.0
Zhou Yuelong,Siripaporn Nuanthakhamjan,9,1384,965,0.9431194043528308,0.7402945416674501,459,272,2879,1548,3,0,23,4,245,118,808,430,23,4,23,4,5,2,0.0,0.7142857142857143
Wu Yize,Allan Taylor,9,1342,1237,0.6569871207564459,0.5652507475670999,78,37,552,278,421,194,2449,1172,151,78,404,215,101,49,336,147,5,3,0.0,0.625
Ben Woollaston,Oliver Brown,9,1412,1146,0.8453183804092873,0.660382673079216,803,454,5053,2683,259,116,1391,660,163,85,534,282,91,35,235,97,5,2,0.0,0.7142857142857143
Mark Williams,Andres Petrov,9,1611,1045,0.9822351162320474,0.8045533772735622,1751,1151,12775,7339,51,18,304,127,281,170,1112,649,79,25,167,61,5,2,0.0,0.7142857142857143
Michael White,Andrew Pagett,9,1367,1144,0.8035658834232549,0.6358738914270539,674,371,4352,2267,324,143,2067,981,133,66,524,273,133,60,280,111,5,3,0.0,0.625
Daniel Wells,Matthew Stevens,9,1377,1407,0.4539653256740722,0.4812587841214648,494,247,3225,1611,1103,638,8355,4536,147,83,381,209,160,87,516,273,5,1,0.0,0.8333333333333334
Chris Wakelin,Mink Nutcharut,9,1435,977,0.957463105382579,0.7585964618789349,361,193,2337,1201,26,2,145,42,252,145,620,326,78,23,144,42,5,2,0.0,0.7142857142857143
Thepchaiya Un-Nooh,Thor Chuan Leong,9,1448,1206,0.8228339524244989,0.6467993925579857,531,310,3671,1956,159,57,987,433,177,102,584,311,44,27,74,47,5,2,0.0,0.7142857142857143
Judd Trump,Lukas Kleckers,9,1586,1251,0.8986455903223913,0.6979384260080908,1376,979,9380,5647,203,84,1153,516,356,218,1419,868,131,66,436,204,5,1,0.0,0.8333333333333334
Elliot Slessor,David Lilley,9,1290,1276,0.5215222176025543,0.5087491068802403,326,155,2006,970,227,113,1336,674,174,92,481,236,124,57,467,228,5,0,0.0,1.0
Ishpreet Singh Chadha,Anthony McGill,9,1154,1475,0.11085851449144153,0.3094909987724293,18,13,85,58,727,433,4826,2627,85,58,85,58,196,108,743,403,5,4,0.0,0.5555555555555556
Yuan Sijun,Ross Muir,9,1424,1259,0.7369488869894564,0.6016871801828567,232,118,1462,743,266,106,1666,769,107,59,493,276,104,52,388,202,5,1,0.0,0.8333333333333334
Xu Si,Anton Kazakov,9,1341,973,0.9185703259642153,0.7150421057009898,169,68,1072,486,26,3,153,47,126,65,390,189,77,24,153,47,5,3,0.0,0.625
Matthew Selt,Sean O'Sullivan,9,1406,1080,0.892610072559661,0.6931739493259501,833,450,5357,2787,268,101,1667,735,361,185,885,454,92,34,198,80,5,3,0.0,0.625
Mark Selby,Andy Lee,9,1591,1122,0.9609065781312953,0.763596605159627,1500,1028,10722,6248,186,82,1112,509,409,230,1258,712,90,33,212,95,5,0,0.0,1.0
Noppon Saengkham,Andrew Higginson,9,1449,1352,0.6456229970128096,0.5603296426885532,421,219,2862,1439,858,496,5953,3234,256,137,629,333,128,70,403,218,5,3,0.0,0.625
Neil Robertson,Ryan Thomerson,9,1452,978,0.9623914315165903,0.7658456258197971,1220,814,9010,5189,57,15,335,129,212,105,925,525,86,33,164,60,5,0,0.0,1.0
Jackson Page,Liu Hongyu,9,1355,1131,0.8046121832928468,0.6364525402815664,167,82,1064,524,17,11,83,51,148,79,509,262,40,26,83,51,5,3,0.0,0.625
Ronnie O'Sullivan,Ken Doherty,9,1614,1246,0.9185703259642153,0.7150421057009898,1471,1120,12690,7745,1269,739,10005,5404,143,87,1049,622,137,63,384,168,5,1,0.0,0.8333333333333334
Martin O'Donnell,David Grace,9,1313,1311,0.5030761398318634,0.5012499973958399,468,234,2901,1465,461,216,3004,1462,79,42,360,183,142,68,424,204,5,2,0.0,0.7142857142857143
Joe O'Connor,Dean Young,9,1387,1076,0.8819527499348307,0.6851410567502929,247,119,1578,784,85,34,434,187,187,101,554,285,127,59,331,136,5,0,0.0,1.0
Robert Milkins,Zak Surety,9,1414,1220,0.7716906952520353,0.6189278548001903,1097,637,7616,4085,223,100,1261,598,420,213,811,413,106,47,360,164,5,2,0.0,0.7142857142857143
Hammad Miah,Andy Hicks,9,1220,1250,0.4539653256740722,0.4812587841214648,263,105,1690,762,743,391,5700,2915,101,44,386,188,108,51,395,174,5,3,0.0,0.625
Ben Mertens,Shaun Murphy,9,1251,1588,0.10004907346170727,0.30100851649095206,77,38,449,231,1321,872,9536,5427,174,97,321,171,304,188,932,539,5,2,0.0,0.7142857142857143
Stephen Maguire,Manasawin Phetmalaikul,9,1387,1000,0.928553794342766,0.7246209144181192,1166,753,8477,4762,39,16,210,94,118,59,568,295,43,25,90,44,5,2,0.0,0.7142857142857143
Jack Lisowski,Jenson Kendrick,9,1502,963,0.977701832984694,0.7937206082453278,757,462,4891,2676,55,17,304,121,286,156,1026,548,63,16,203,82,5,0,0.0,1.0
Oliver Lines,Reanne Evans,9,1333,981,0.9093332984262057,0.7068222210935676,345,164,2072,1015,199,61,1118,439,134,70,432,217,84,34,216,66,5,0,0.0,1.0
Rod Lawler,Jimmy Robertson,9,1225,1419,0.22830930474796454,0.38107214519980964,924,478,6770,3444,708,389,4629,2418,72,33,286,136,222,123,696,379,5,4,0.0,0.5555555555555556
Sanderson Lam,Tian Pengfei,9,1237,1362,0.3152665769470101,0.4225046348141883,246,95,1477,646,540,301,3536,1873,158,81,422,202,149,79,454,228,5,3,0.0,0.625
Pang Junxu,Stan Moody,9,1422,1021,0.9352601291577347,0.7315498244408544,128,69,795,410,27,8,149,61,231,132,571,315,74,25,134,55,5,1,0.0,0.8333333333333334
Ding Junhui,Ashley Hugill,9,1524,1299,0.8056549199917152,0.6370307944803831,949,632,7264,4146,233,104,1385,660,178,95,658,372,148,70,486,234,5,3,0.0,0.625
Mark Joyce,Victor Sarkis,9,1259,925,0.8979880573364181,0.6974111143958823,608,312,4219,2118,15,1,77,15,97,48,404,190,59,11,77,15,5,1,0.0,0.8333333333333334
Jak Jones,Mostafa Dorgham,9,1408,968,0.9512749447928917,0.7502601055951177,355,167,2262,1059,2,0,14,0,219,120,606,315,4,0,4,0,5,2,0.0,0.7142857142857143
Jamie Jones,Liam Pullen,9,1344,1055,0.8649313248966203,0.6731572963701318,644,383,4196,2270,25,14,148,74,176,84,617,326,78,40,148,74,5,4,0.0,0.5555555555555556
Si Jiahui,Wang Xinzhong,9,1448,1000,0.9541128159374124,0.7539887164489482,137,71,886,469,0,0,0,0,272,153,636,339,0,0,0,0,5,2,0.0,0.7142857142857143
Aaron Hill,Joe Perry,9,1239,1398,0.2705791923598182,0.40191313966779657,93,40,531,247,1357,794,9333,5051,135,68,408,195,217,114,768,394,5,0,0.0,1.0
Liam Highfield,Jimmy White,9,1291,1200,0.6370088546286576,0.5566309599222533,495,261,3305,1713,1554,838,12949,6705,81,37,451,219,119,51,348,147,5,1,0.0,0.8333333333333334
John Higgins,Dylan Emery,9,1599,1200,0.9343346610713805,0.7305667649586345,1795,1268,13996,8255,89,38,489,237,315,188,1333,776,90,41,342,166,5,1,0.0,0.8333333333333334
Barry Hawkins,Louis Heathcote,9,1551,1257,0.8689474848283985,0.6759015277259407,1287,804,8854,4955,175,81,975,476,209,121,893,506,157,86,449,219,5,1,0.0,0.8333333333333334
Lyu Haotian,Mohammed Asif,9,1409,1101,0.8797299937321948,0.6835208937363156,303,151,1948,964,47,18,308,143,161,84,561,297,73,24,136,60,5,2,0.0,0.7142857142857143
Anthony Hamilton,Wang Xinbo,9,1327,1000,0.8932938325014955,0.6937054019553982,1024,583,7535,3976,0,0,0,0,145,68,494,247,0,0,0,0,5,0,0.0,1.0
He Guoqiang,Kyren Wilson,9,1146,1607,0.0415731501166392,0.24003274414092723,31,18,171,89,956,609,6102,3444,88,57,88,57,313,190,1376,788,5,4,0.0,0.5555555555555556
Xiao Guodong,Alexander Ursenbacher,9,1456,1301,0.7243399491478313,0.5956807306078472,714,415,4466,2450,256,118,1544,739,330,177,854,459,109,58,378,187,5,0,0.0,1.0
Marco Fu,Hossein Vafaei,9,1339,1456,0.3262457443848045,0.42739193613673987,945,553,7048,3817,289,173,2007,1054,60,22,182,86,258,144,716,394,5,4,0.0,0.5555555555555556
Tom Ford,Adam Duffy,9,1411,1122,0.8649313248966203,0.6731572963701318,894,510,6057,3232,416,201,2614,1301,267,139,835,447,104,41,220,93,5,2,0.0,0.7142857142857143
Graeme Dott,Julien Leclercq,9,1388,1144,0.8247868019279315,0.6479408020806503,1154,674,8293,4463,45,21,224,106,141,72,693,359,93,48,204,97,5,3,0.0,0.625
Scott Donaldson,Ma Hailong,9,1363,1061,0.8751919168487037,0.6802671966986485,464,247,2952,1503,12,4,78,35,141,74,618,309,78,35,78,35,5,1,0.0,0.8333333333333334
Ryan Day,Long Zehuang,9,1396,1111,0.8616551521813485,0.6709533329057776,1262,747,8322,4537,37,18,193,94,214,105,814,427,34,16,34,16,5,3,0.0,0.625
Mark Davis,Liam Graham,9,1327,1012,0.8848687737794817,0.6872942801972042,1282,762,8823,4795,32,12,169,73,149,77,476,233,48,17,138,57,5,1,0.0,0.8333333333333334
Dominic Dale,Rebecca Kenna,9,1291,860,0.9479079941487858,0.7460205900722962,1076,596,7461,3925,29,3,147,32,100,52,413,195,54,7,133,30,5,0,0.0,1.0
Sam Craigie,Yisong Peng,9,1405,1042,0.9157672237913765,0.7124883131320702,325,173,1927,1008,27,7,169,64,114,61,507,270,115,48,169,64,5,1,0.0,0.8333333333333334
Jamie Clarke,Mohamed Ibrahim,9,1316,984,0.8966632246585242,0.6963549298238342,306,152,1796,896,21,4,135,46,95,45,465,227,80,29,101,37,5,0,0.0,1.0
Gong Chenzhi,Daniel Womersley,9,1044,1111,0.39813953546930514,0.4582226307163632,8,6,44,27,93,46,449,221,44,27,44,27,30,19,151,76,5,3,0.0,0.625
Ashley Carty,Gary Wilson,9,1289,1394,0.34301287924355417,0.43474925243290014,252,119,1460,719,668,384,4272,2299,75,41,287,136,211,108,741,381,5,3,0.0,0.625
Ali Carter,Yulu Bai,9,1452,1027,0.94555735872979,0.7431680086124811,1256,770,8478,4682,5,3,33,18,289,164,999,572,33,18,33,18,5,2,0.0,0.7142857142857143
Stuart Carrington,Fan Zhengyi,9,1288,1350,0.40558417866374163,0.46132739479349205,491,264,3079,1608,139,56,904,397,122,68,445,232,180,99,512,256,5,1,0.0,0.8333333333333334
Ian Burns,Ricky Walden,9,1215,1358,0.2911925553363697,0.4115648798723618,472,231,2961,1469,1110,660,7490,4104,106,48,417,195,226,109,822,446,5,3,0.0,0.625
Alfie Burden,Robbie Williams,9,1256,1442,0.23761423559363187,0.38580035722310485,786,411,5587,2841,526,282,3353,1724,149,81,338,162,176,103,478,259,5,0,0.0,1.0
Jordan Brown,Himanshu Jain,9,1316,941,0.9223700263151574,0.7185943925708561,301,155,1832,917,25,6,130,41,202,94,722,375,56,8,130,41,5,1,0.0,0.8333333333333334
Stuart Bingham,James Cahill,9,1457,1290,0.7394330371891276,0.6028848673274662,1456,920,10074,5716,309,130,1909,892,252,131,1042,564,136,68,471,234,5,3,0.0,0.625
Zhang Anda,Ahmed Aly Elsayed,9,1404,969,0.9494276394767612,0.7479106630456372,429,215,2950,1491,5,0,20,2,187,108,440,240,20,2,20,2,5,3,0.0,0.625
Mark Allen,John Astley,9,1532,1284,0.828649321563008,0.6502185485738271,1019,674,7178,4078,339,155,2090,993,240,128,934,538,131,62,438,216,5,3,0.0,0.625
Xing Zihao,Michael White,9,996,1367,0.0797835686919133,0.28343218544228543,5,1,24,9,674,371,4352,2267,24,9,24,9,133,66,524,273,5,4,0.0,0.5555555555555556
Zhou Yuelong,Anthony Hamilton,9,1384,1327,0.5869351044529159,0.5355648379838539,459,272,2879,1548,1024,583,7535,3976,245,118,808,430,145,68,494,247,5,0,0.0,1.0
Wu Yize,Marco Fu,9,1342,1339,0.5046141496682656,0.5018749912109869,78,37,552,278,945,553,7048,3817,151,78,404,215,60,22,182,86,5,3,0.0,0.625
Judd Trump,Oliver Lines,9,1586,1333,0.8333964892426636,0.6530561132866127,1376,979,9380,5647,345,164,2072,1015,356,218,1419,868,134,70,432,217,5,2,0.0,0.7142857142857143
Yuan Sijun,Ding Junhui,9,1424,1524,0.3500987786078318,0.43782349911420193,232,118,1462,743,949,632,7264,4146,107,59,493,276,178,95,658,372,5,0,0.0,1.0
Xu Si,Mark Selby,9,1341,1591,0.1694410136483224,0.34864513533394575,169,68,1072,486,1500,1028,10722,6248,126,65,390,189,409,230,1258,712,5,4,0.0,0.5555555555555556
Matthew Selt,Thepchaiya Un-Nooh,9,1406,1448,0.4356958412515649,0.4737740906279313,833,450,5357,2787,531,310,3671,1956,361,185,885,454,177,102,584,311,5,2,0.0,0.7142857142857143
Ronnie O'Sullivan,Mark Davis,9,1614,1327,0.8633002845321215,0.6720562626502714,1471,1120,12690,7745,1282,762,8823,4795,143,87,1049,622,149,77,476,233,5,1,0.0,0.8333333333333334
Martin O'Donnell,John Higgins,9,1313,1599,0.13752051822039713,0.3284949657745942,468,234,2901,1465,1795,1268,13996,8255,79,42,360,183,315,188,1333,776,5,1,0.0,0.8333333333333334
Robert Milkins,Hammad Miah,9,1414,1220,0.7716906952520353,0.6189278548001903,1097,637,7616,4085,263,105,1690,762,420,213,811,413,101,44,386,188,5,4,0.0,0.5555555555555556
Ben Mertens,Dominic Dale,9,1251,1291,0.4387318882192537,0.47502081252106,77,38,449,231,1076,596,7461,3925,174,97,321,171,100,52,413,195,5,1,0.0,0.8333333333333334
Stephen Maguire,Joe O'Connor,9,1387,1387,0.5,0.5,1166,753,8477,4762,247,119,1578,784,118,59,568,295,187,101,554,285,5,2,0.0,0.7142857142857143
Jack Lisowski,Scott Donaldson,9,1502,1363,0.7035360054960305,0.5860112044388707,757,462,4891,2676,464,247,2952,1503,286,156,1026,548,141,74,618,309,5,3,0.0,0.625
Pang Junxu,Stuart Carrington,9,1422,1288,0.6968827791173715,0.5829754542011996,128,69,795,410,491,264,3079,1608,231,132,571,315,122,68,445,232,5,3,0.0,0.625
Jamie Jones,Ian Burns,9,1344,1215,0.690160189469792,0.5799334001885058,644,383,4196,2270,472,231,2961,1469,176,84,617,326,106,48,417,195,5,4,0.0,0.5555555555555556
Si Jiahui,Jak Jones,9,1448,1408,0.5612681117807465,0.52497918747894,137,71,886,469,355,167,2262,1059,272,153,636,339,219,120,606,315,5,4,0.0,0.5555555555555556
Aaron Hill,Ben Woollaston,9,1239,1412,0.25319131393616523,0.3935295129316965,93,40,531,247,803,454,5053,2683,135,68,408,195,163,85,534,282,5,1,0.0,0.8333333333333334
Liam Highfield,Neil Robertson,9,1291,1452,0.268057314719077,0.40071183649164394,495,261,3305,1713,1220,814,9010,5189,81,37,451,219,212,105,925,525,5,3,0.0,0.625
Barry Hawkins,Sanderson Lam,9,1551,1237,0.8841448555450592,0.6867567266439019,1287,804,8854,4955,246,95,1477,646,209,121,893,506,158,81,422,202,5,2,0.0,0.7142857142857143
Lyu Haotian,Chris Wakelin,9,1409,1435,0.4600800462945756,0.48375571893792757,303,151,1948,964,361,193,2337,1201,161,84,561,297,252,145,620,326,5,2,0.0,0.7142857142857143
He Guoqiang,Elliot Slessor,9,1146,1290,0.28988191378712186,0.41095956594133487,31,18,171,89,326,155,2006,970,88,57,88,57,174,92,481,236,5,2,0.0,0.7142857142857143
Xiao Guodong,Rod Lawler,9,1456,1225,0.8118363604456017,0.6404919537233386,714,415,4466,2450,924,478,6770,3444,330,177,854,459,72,33,286,136,5,2,0.0,0.7142857142857143
Tom Ford,Cao Yupeng,9,1411,1411,0.5,0.5,894,510,6057,3232,341,179,2302,1187,267,139,835,447,175,98,446,242,5,1,0.0,0.8333333333333334
Ryan Day,Jackson Page,9,1396,1355,0.5627866210804462,0.5256025883246178,1262,747,8322,4537,167,82,1064,524,214,105,814,427,148,79,509,262,5,4,0.0,0.5555555555555556
Sam Craigie,Ishpreet Singh Chadha,9,1405,1154,0.8315084197134864,0.6519223788927313,325,173,1927,1008,18,13,85,58,114,61,507,270,85,58,85,58,5,2,0.0,0.7142857142857143
Gong Chenzhi,Jordan Brown,9,1044,1316,0.14938364869755646,0.3362613025956473,8,6,44,27,301,155,1832,917,44,27,44,27,202,94,722,375,5,3,0.0,0.625
Ashley Carty,Alfie Burden,9,1289,1256,0.5506132837092798,0.5206133097144486,252,119,1460,719,786,411,5587,2841,75,41,287,136,149,81,338,162,5,3,0.0,0.625
Ali Carter,Jamie Clarke,9,1452,1316,0.699552494810083,0.5841905229354074,1256,770,8478,4682,306,152,1796,896,289,164,999,572,95,45,465,227,5,1,0.0,0.8333333333333334
Stuart Bingham,Daniel Wells,9,1457,1377,0.6210284680300693,0.549833997312478,1456,920,10074,5716,494,247,3225,1611,252,131,1042,564,147,83,381,209,5,1,0.0,0.8333333333333334
Mark Allen,Mark Joyce,9,1532,1259,0.8514868359502932,0.6642964428999887,1019,674,7178,4078,608,312,4219,2118,240,128,934,538,97,48,404,190,5,4,0.0,0.5555555555555556
Wu Yize,Ryan Day,9,1342,1396,0.4175695010097954,0.4663011645670992,78,37,552,278,1262,747,8322,4537,151,78,404,215,214,105,814,427,5,2,0.0,0.7142857142857143
Judd Trump,Matthew Selt,9,1586,1406,0.7552657810970291,0.610639233949222,1376,979,9380,5647,833,450,5357,2787,356,218,1419,868,361,185,885,454,5,0,0.0,1.0
Yuan Sijun,Ashley Carty,9,1424,1289,0.6982190316058211,0.5835831155172753,232,118,1462,743,252,119,1460,719,107,59,493,276,75,41,287,136,5,2,0.0,0.7142857142857143
Ronnie O'Sullivan,Pang Junxu,9,1614,1422,0.7693848278621133,0.617747874769249,1471,1120,12690,7745,128,69,795,410,143,87,1049,622,231,132,571,315,5,4,0.0,0.5555555555555556
Stephen Maguire,Xing Zihao,9,1387,996,0.93052470457039,0.726611880149394,1166,753,8477,4762,5,1,24,9,118,59,568,295,24,9,24,9,5,1,0.0,0.8333333333333334
Jack Lisowski,Sam Craigie,9,1502,1405,0.6456229970128096,0.5603296426885532,757,462,4891,2676,325,173,1927,1008,286,156,1026,548,114,61,507,270,5,4,0.0,0.5555555555555556
Aaron Hill,Martin O'Donnell,9,1239,1313,0.3877827719916604,0.4538814589542204,93,40,531,247,468,234,2901,1465,135,68,408,195,79,42,360,183,5,1,0.0,0.8333333333333334
Liam Highfield,Zhou Yuelong,9,1291,1384,0.3601113940716554,0.4421354272792655,495,261,3305,1713,459,272,2879,1548,81,37,451,219,245,118,808,430,5,3,0.0,0.625
Barry Hawkins,Jamie Jones,9,1551,1344,0.786343333554673,0.6265629971237182,1287,804,8854,4955,644,383,4196,2270,209,121,893,506,176,84,617,326,5,1,0.0,0.8333333333333334
Lyu Haotian,Ben Mertens,9,1409,1251,0.7281552136873749,0.5974857658270161,303,151,1948,964,77,38,449,231,161,84,561,297,174,97,321,171,5,1,0.0,0.8333333333333334
He Guoqiang,Gong Chenzhi,9,1146,1044,0.6527423440531748,0.5634067862621936,31,18,171,89,8,6,44,27,88,57,88,57,44,27,44,27,5,4,0.0,0.5555555555555556
Xiao Guodong,Xu Si,9,1456,1341,0.6709840397710257,0.5713839816769324,714,415,4466,2450,169,68,1072,486,330,177,854,459,126,65,390,189,5,0,0.0,1.0
Tom Ford,Robert Milkins,9,1411,1414,0.4953858503317341,0.498125008789013,894,510,6057,3232,1097,637,7616,4085,267,139,835,447,420,213,811,413,5,2,0.0,0.7142857142857143
Ali Carter,Stuart Bingham,9,1452,1457,0.4923100709602251,0.4968750406894683,1256,770,8478,4682,1456,920,10074,5716,289,164,999,572,252,131,1042,564,5,4,0.0,0.5555555555555556
Zhang Anda,Noppon Saengkham,9,1404,1449,0.4311492878986184,0.4719046255916129,429,215,2950,1491,421,219,2862,1439,187,108,440,240,256,137,629,333,5,1,0.0,0.8333333333333334
Mark Allen,Si Jiahui,9,1532,1448,0.6268664452075894,0.5523079095743253,1019,674,7178,4078,137,71,886,469,240,128,934,538,272,153,636,339,5,4,0.0,0.5555555555555556
Wu Yize,Stephen Maguire,9,1342,1387,0.4311492878986184,0.4719046255916129,78,37,552,278,1166,753,8477,4762,151,78,404,215,118,59,568,295,5,4,0.0,0.5555555555555556
Judd Trump,Barry Hawkins,9,1586,1551,0.5536617994848322,0.5218610539716015,1376,979,9380,5647,1287,804,8854,4955,356,218,1419,868,209,121,893,506,5,2,0.0,0.7142857142857143
Ronnie O'Sullivan,Yuan Sijun,9,1614,1424,0.7670653449627305,0.6165665045213193,1471,1120,12690,7745,232,118,1462,743,143,87,1049,622,107,59,493,276,5,1,0.0,0.8333333333333334
Aaron Hill,He Guoqiang,9,1239,1146,0.6398886059283445,0.5578645727207344,93,40,531,247,31,18,171,89,135,68,408,195,88,57,88,57,5,3,0.0,0.625
Lyu Haotian,Zhang Anda,9,1409,1404,0.5076899290397746,0.5031249593105316,303,151,1948,964,429,215,2950,1491,161,84,561,297,187,108,440,240,5,2,0.0,0.7142857142857143
Tom Ford,Xiao Guodong,9,1411,1456,0.4311492878986184,0.4719046255916129,894,510,6057,3232,714,415,4466,2450,267,139,835,447,330,177,854,459,5,4,0.0,0.5555555555555556
Ali Carter,Liam Highfield,9,1452,1291,0.731942685280923,0.5992881635083561,1256,770,8478,4682,495,261,3305,1713,289,164,999,572,81,37,451,219,5,1,0.0,0.8333333333333334
Mark Allen,Jack Lisowski,9,1532,1502,0.5460346743259274,0.5187412158785352,1019,674,7178,4078,757,462,4891,2676,240,128,934,538,286,156,1026,548,5,2,0.0,0.7142857142857143
Wu Yize,Aaron Hill,9,1342,1239,0.6541595421142608,0.5640216374262577,78,37,552,278,93,40,531,247,151,78,404,215,135,68,408,195,5,4,0.0,0.5555555555555556
Judd Trump,Tom Ford,9,1586,1411,0.7492413698670223,0.6076631698328917,1376,979,9380,5647,894,510,6057,3232,356,218,1419,868,267,139,835,447,5,0,0.0,1.0
Lyu Haotian,Ronnie O'Sullivan,9,1409,1614,0.21587277809548666,0.37460765027944887,303,151,1948,964,1471,1120,12690,7745,161,84,561,297,143,87,1049,622,5,1,0.0,0.8333333333333334
Ali Carter,Mark Allen,9,1452,1532,0.37897153196993094,0.45016600268752216,1256,770,8478,4682,1019,674,7178,4078,289,164,999,572,240,128,934,538,5,2,0.0,0.7142857142857143
Judd Trump,Wu Yize,11,1586,1342,0.8478141344097009,0.6479408020806503,1376,979,9380,5647,78,37,552,278,356,218,1419,868,151,78,404,215,6,1,0.0,0.8571428571428571
Ali Carter,Lyu Haotian,11,1452,1409,0.572333394721473,0.5268491486891144,1256,770,8478,4682,303,151,1948,964,289,164,999,572,161,84,561,297,6,2,0.0,0.75
Judd Trump,Ali Carter,19,1586,1452,0.7697684654952277,0.5829754542011996,1376,979,9380,5647,1256,770,8478,4682,356,218,1419,868,289,164,999,572,10,7,0.0,0.5882352941176471
Ryan Davies,Bradley Cowdroy,7,1068,967,0.6352110684578025,0.5627917401386452,51,25,243,121,16,5,73,30,44,23,140,65,11,3,53,21,4,2,0.0,0.6666666666666666
Fan Zhengyi,Andres Petrov,7,1332,1050,0.8307179588376647,0.669295402777446,140,56,910,398,52,18,311,129,186,100,518,257,86,27,174,63,4,1,0.0,0.8
Cao Yupeng,Mink Nutcharut,7,1406,979,0.9238902030296949,0.7441211943032843,343,180,2313,1193,27,2,152,44,186,104,457,248,85,25,151,44,4,0,0.0,1.0
Zhou Yuelong,Ben Woollaston,7,1391,1394,0.4958985144028909,0.498125008789013,462,274,2899,1561,805,455,5066,2689,265,131,828,443,176,91,547,288,4,2,0.0,0.6666666666666666
Wu Yize,Ishpreet Singh Chadha,7,1363,1168,0.7470110120975012,0.6195173196470847,84,42,600,304,20,14,101,65,199,104,452,241,101,65,101,65,4,0,0.0,1.0
Gary Wilson,Pang Junxu,7,1382,1435,0.42796070219744664,0.46692337763389535,669,384,4280,2302,131,71,818,424,219,111,749,384,254,146,594,329,4,3,0.0,0.5714285714285714
Mark Williams,Ian Burns,7,1606,1230,0.8973679326012581,0.7190996574163839,1752,1152,12782,7344,474,232,2978,1478,288,175,1119,654,123,57,434,204,4,0,0.0,1.0
Michael White,Sam Craigie,7,1346,1415,0.4065907825999159,0.4569816192756902,676,372,4369,2276,328,175,1949,1022,150,75,541,282,136,75,529,284,4,0,0.0,1.0
Ricky Walden,Jordan Brown,7,1344,1304,0.5545057991359676,0.52497918747894,1111,660,7498,4107,303,156,1846,925,234,112,830,449,216,102,736,383,4,0,0.0,1.0
Chris Wakelin,Lyu Haotian,7,1420,1454,0.45362731252530075,0.4787627850337259,363,194,2351,1208,309,156,1989,991,266,152,634,333,202,111,602,324,4,1,0.0,0.8
Hossein Vafaei,Liam Graham,7,1447,1005,0.9305416133877966,0.7511957822308614,290,173,2016,1058,33,12,175,74,267,148,725,398,54,18,144,58,4,0,0.0,1.0
Judd Trump,Sean O'Sullivan,7,1650,1084,0.9692006398332114,0.8045533772735622,1383,986,9434,5688,269,101,1675,738,410,259,1473,909,100,37,206,83,4,0,0.0,1.0
Allan Taylor,Jak Jones,7,1233,1404,0.27964834205542655,0.39472346622515553,422,194,2457,1175,357,168,2278,1068,109,52,344,150,235,129,622,324,4,3,0.0,0.5714285714285714
Elliot Slessor,Ryan Davies,7,1293,1068,0.7782368395177592,0.6370307944803831,328,156,2018,977,51,25,243,121,186,99,493,243,44,23,140,65,4,2,0.0,0.6666666666666666
Yuan Sijun,Aaron Hill,7,1453,1304,0.6946979044907379,0.5920629281648192,236,121,1486,759,98,44,565,271,131,75,517,292,169,92,442,219,4,0,0.0,1.0
Matthew Selt,Alfie Burden,7,1400,1274,0.6667467241528153,0.5781052328843092,836,452,5377,2797,788,412,5600,2849,381,195,905,464,162,89,351,170,4,2,0.0,0.6666666666666666
Mark Selby,Xing Zihao,7,1584,1011,0.9706670146263395,0.8072905458819248,1502,1029,10736,6257,7,2,39,15,423,239,1272,721,39,15,39,15,4,1,0.0,0.8
Jimmy Robertson,Reanne Evans,7,1406,969,0.9283792405009167,0.7488521955201534,709,389,4638,2422,200,61,1123,439,231,127,705,383,89,34,221,66,4,0,0.0,1.0
Liam Pullen,Ahmed Aly Elsayed,7,1063,977,0.6157933128709394,0.5535439031511183,26,14,157,78,6,0,28,5,87,44,157,78,28,5,28,5,4,0,0.0,1.0
Jackson Page,Ken Doherty,7,1352,1240,0.6492231123314619,0.569546223939229,169,83,1081,533,1270,739,10011,5405,165,88,526,271,143,64,390,169,4,0,0.0,1.0
Ronnie O'Sullivan,Andrew Pagett,7,1612,1145,0.9405659944917831,0.7626928317357139,1476,1124,12723,7766,325,143,2075,984,176,108,1082,643,141,63,288,114,4,0,0.0,1.0
Martin O'Donnell,Liam Highfield,7,1331,1317,0.5191328123553783,0.5087491068802403,471,236,2920,1476,499,264,3333,1729,98,53,379,194,109,53,479,235,4,1,0.0,0.8
Joe O'Connor,Jimmy White,7,1388,1187,0.7534472409879828,0.6230466603666162,249,120,1590,791,1555,838,12955,6706,199,108,566,292,125,52,354,148,4,2,0.0,0.6666666666666666
Fergal O'Brien,Stephen Hendry,7,1233,1217,0.5218633393972989,0.5099986668799655,1023,560,7464,3882,1286,898,11821,6919,74,35,386,183,25,6,99,28,4,0,0.0,1.0
